Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Product ID
exit-36-architecture-1-the-professional-view-84691,Exit 36: Architecture 1 - The Professional View,"<p>Exit 36: Architecture 1 - The Professional View</p>
<p>Book ID: 84691</p>",Idea.,Book,,TRUE,,,,,,,'84691,0,shopify,,deny,manual,35,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9822816265
exit-utopia-architectural-provocations-1956-1976-61806,"Exit Utopia: Architectural Provocations, 1956-1976","<p>Exit Utopia: Architectural Provocations, 1956-1976</p>
<p>Book ID: 61806</p>",Prestel.,Book,,TRUE,,,,,,,'61806,0,shopify,,deny,manual,55,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9368363337
expanding-the-center-walker-art-center-and-herzog-de-meuron-68757,Expanding the Center: Walker Art Center and Herzog & de Meuron,"<p>Expanding the Center: Walker Art Center and Herzog & de Meuron</p>
<p>Book ID: 68757</p>",Walker Art Center,Book,,TRUE,,,,,,,'68757,0,shopify,,deny,manual,34.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9803512201
experiencing-architecture-40815,Experiencing Architecture.,"<p>Experiencing Architecture.</p>
<p>Book ID: 40815</p>",MIT.,Book,,TRUE,,,,,,,'40815,0,shopify,,deny,manual,23,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9362608009
explorations-in-typography-100820,Explorations in Typography,"<p>Explorations in Typography</p>
<p>Book ID: 100820</p>",info@explorationsintypography.com.,Book,,TRUE,,,,,,,'100820,0,shopify,,deny,manual,65,0,TRUE,TRUE,'9780984370771,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883108425
expressionist-utopias-paradise-metropolis-architectural-fantasy-45857,"Expressionist Utopias: Paradise, Metropolis, Architectural Fantasy","<p>Expressionist Utopias: Paradise, Metropolis, Architectural Fantasy</p>
<p>Book ID: 45857</p>",Univ. of California Press.,Book,,TRUE,,,,,,,'45857,0,shopify,,deny,manual,35,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9770505545
expressive-modern-the-interiors-of-amy-lau-85966,Expressive Modern: The Interiors of Amy Lau,"<p>Expressive Modern: The Interiors of Amy Lau</p>
<p>Book ID: 85966</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'85966,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9823239113
facades-design-construction-technology-92178,"Facades: Design, Construction & Technology","<p>Facades: Design, Construction & Technology</p>
<p>Book ID: 92178</p>",National Book Network,Book,,TRUE,,,,,,,'92178,0,shopify,,deny,manual,69.95,,TRUE,TRUE,'9783037681107,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9855227657
famous-ordinary-things,Famous Ordinary Things,"<p>Famous Ordinary Things</p>
<p>Book ID: S00123</p>",Idea,Book,,TRUE,,,,,,,'S00123,0,shopify,,deny,manual,22.5,,TRUE,TRUE,'9788890383908,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10367815945
felix-gonzalez-torres-catalogue-raisonne-text-45271,Felix Gonzalez-Torres: Catalogue Raisonne/Text,"<p>Felix Gonzalez-Torres: Catalogue Raisonne/Text</p>
<p>Book ID: 45271</p>",Cantz Verlag.,Book,,TRUE,,,,,,,'45271,0,shopify,,deny,manual,100,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9363306505
feng-shui-the-chinese-art-of-placement-18034,Feng Shui: The Chinese Art of Placement,"<p>Feng Shui: The Chinese Art of Placement</p>
<p>Book ID: 18034</p>","Penguin,",Book,,TRUE,,,,,,,'18034,0,shopify,,deny,manual,12.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9061612809
ferdinando-fuga-e-larchitettura-romana-del-settecento-3778,Ferdinando Fuga e l'architettura romana del Settecento,"<p>Ferdinando Fuga e l'architettura romana del Settecento</p>
<p>Book ID: 3778</p>",Multigrafica.,Book,,TRUE,,,,,,,'3778,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9663616585
filipino-style-64450,Filipino Style,"<p>Filipino Style</p>
<p>Book ID: 64450</p>","Periplus,",Book,,TRUE,,,,,,,'64450,0,shopify,,deny,manual,29.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9795325705
fire-crime-accident-police-stations-rescue-services-fire-departments-92900,"Fire, Crime & Accident: Police Stations, Rescue Services, Fire Departments","<p>Fire, Crime & Accident: Police Stations, Rescue Services, Fire Departments</p>
<p>Book ID: 92900</p>",Continental Sales,Book,,TRUE,,,,,,,'92900,0,shopify,,deny,manual,62.5,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9865491977
fireplaces-modern-designs-traditional-forms-84564,Fireplaces: Modern Designs-Traditional Forms.,"<p>Fireplaces: Modern Designs-Traditional Forms.</p>
<p>Book ID: 84564</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'84564,0,shopify,,deny,manual,34.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9822797705
first-things-first-new-branding-and-design-for-new-businesses-100697,First Things First!: New Branding and Design for New Businesses,"<p>First Things First!: New Branding and Design for New Businesses</p>
<p>Book ID: 100697</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'100697,0,shopify,,deny,manual,60,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876329737
flagrant-delit,Flagrant DÃ©lit,"<p>Flagrant DÃ©lit</p>
<p>Book ID: P00042</p>",Penguin USA,Book,,TRUE,,,,,,,'P00042,0,shopify,,deny,manual,30,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10263254537
floor-plan-manual,Floor Plan Manual,"<p>Floor Plan Manual</p>
<p>Book ID: S00224</p>",Idea,Book,,TRUE,,,,,,,'S00224,0,shopify,,deny,manual,75,,TRUE,TRUE,'9783909928415,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10451837705
floor-plan-manual-housing-1,Floor Plan Manual Housing,"<p>Floor Plan Manual Housing</p>
<p>Book ID: S00277</p>",Birkhauser/Faherty,Book,,TRUE,,,,,,,'S00277,0,shopify,,deny,manual,91.99,,TRUE,TRUE,'9783035611434,,,,FALSE,,,,,,,,,,,,,,,,,lb,,15211757577
f-l-wright-art-albums,F.L. Wright (Art Albums),"<p>F.L. Wright (Art Albums)</p>
<p>Book ID: S00079</p>",Taschen,Book,,TRUE,,,,,,,'S00079,0,shopify,,deny,manual,14.99,,TRUE,TRUE,'9783836560498,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10251696329
folding-techniques-for-designers-from-sheet-to-form-87248,Folding Techniques for Designers: From Sheet to Form,"<p>Folding Techniques for Designers: From Sheet to Form</p>
<p>Book ID: 87248</p>",Chronicle Books,Book,,TRUE,,,,,,,'87248,0,shopify,,deny,manual,35,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9831671433
food-design-in-italy-product-development-and-communication,Food Design in Italy: Product Development and Communication,"<p>Food Design in Italy: Product Development and Communication</p>
<p>Book ID: S00189</p>",Penguin Random House,Book,,TRUE,,,,,,,'S00189,0,shopify,,deny,manual,40,,TRUE,TRUE,'9788891802682,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10445420553
for-an-architecture-of-reality-88245,For An Architecture of Reality,"<p>For An Architecture of Reality</p>
<p>Book ID: 88245</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'88245,0,shopify,,deny,manual,25,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9841066889
forensic-architecture-violence-at-the-threshold-of-detectability-101034,Forensic Architecture: Violence at the Threshold of Detectability,"<p>Forensic Architecture: Violence at the Threshold of Detectability</p>
<p>Book ID: 101034</p>",MIT Press / triliteral,Book,,TRUE,,,,,,,'101034,0,shopify,,deny,manual,39.95,,TRUE,TRUE,'9781935408864,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883149961
form-follows-nature-a-history-of-nature-as-model-for-design-in-engineering-architecture-and-art-100583,"Form Follows Nature: A History of Nature as Model for Design in Engineering, Architecture and Art","<p>Form Follows Nature: A History of Nature as Model for Design in Engineering, Architecture and Art</p>
<p>Book ID: 100583</p>",Triliteral,Book,,TRUE,,,,,,,'100583,0,shopify,,deny,manual,98,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876307593
fragile-order-rolf-myhlethaler-100786,Fragile Order - Rolf MÃ_hlethaler,"<p>Fragile Order - Rolf MÃ_hlethaler</p>
<p>Book ID: 100786</p>",University of Chicago,Book,,TRUE,,,,,,,'100786,0,shopify,,deny,manual,45,,TRUE,TRUE,'9783038600398,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883101961
france-modern-architectures-in-history-97396,France: Modern Architectures in History.,"<p>France: Modern Architectures in History.</p>
<p>Book ID: 97396</p>",University of chicago,Book,,TRUE,,,,,,,'97396,0,shopify,,deny,manual,35,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874825737
francis-bacon-and-nazi-propaganda-99817,Francis Bacon and Nazi Propaganda,"<p>Francis Bacon and Nazi Propaganda</p>
<p>Book ID: 99817</p>",ABC,Book,,TRUE,,,,,,,'99817,0,shopify,,deny,manual,35,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876098953
francis-kzrz-radically-simple-101258,Francis KÅ_rÅ_: Radically Simple.,"<p>Francis KÅ_rÅ_: Radically Simple.</p>
<p>Book ID: 101258</p>",DAP,Book,,TRUE,,,,,,,'101258,0,shopify,,deny,manual,0,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883332489
frank-films-the-films-and-video-work-of-robert-frank-98621,Frank Films: The Films and video work of Robert Frank,"<p>Frank Films: The Films and video work of Robert Frank</p>
<p>Book ID: 98621</p>",ABC,Book,,TRUE,,,,,,,'98621,0,shopify,,deny,manual,49.5,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875785545
frank-furness-the-complete-works-20173,Frank Furness: The Complete Works,"<p>Frank Furness: The Complete Works</p>
<p>Book ID: 20173</p>",Princeton Architectural Press.,Book,,TRUE,,,,,,,'20173,0,shopify,,deny,manual,45,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9764492233
frank-lloyd-wright-001-taliesin-west-50688,Frank Lloyd Wright: 001 Taliesin West.,"<p>Frank Lloyd Wright: 001 Taliesin West.</p>
<p>Book ID: 50688</p>",GA International ADA Edita.,Book,,TRUE,,,,,,,'50688,0,shopify,,deny,manual,45,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9780521673
frank-lloyd-wright-002-taliesin-50689,Frank Lloyd Wright: 002 Taliesin.,"<p>Frank Lloyd Wright: 002 Taliesin.</p>
<p>Book ID: 50689</p>",GA International ADA Edita.,Book,,TRUE,,,,,,,'50689,0,shopify,,deny,manual,45,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9780521993
frank-lloyd-wright-003-fallingwater-50891,Frank Lloyd Wright: 003 Fallingwater.,"<p>Frank Lloyd Wright: 003 Fallingwater.</p>
<p>Book ID: 50891</p>",GA International ADA Edita.,Book,,TRUE,,,,,,,'50891,0,shopify,,deny,manual,45,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9783972297
frank-lloyd-wright-004-prairie-houses-50884,Frank Lloyd Wright: 004 Prairie Houses.,"<p>Frank Lloyd Wright: 004 Prairie Houses.</p>
<p>Book ID: 50884</p>",GA International ADA Edita.,Book,,TRUE,,,,,,,'50884,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9783970057
frank-lloyd-wright-005-usonian-houses-50832,Frank Lloyd Wright: 005 Usonian Houses.,"<p>Frank Lloyd Wright: 005 Usonian Houses.</p>
<p>Book ID: 50832</p>",GA International ADA Edita.,Book,,TRUE,,,,,,,'50832,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9783953673
frank-lloyd-wright-006-elegant-houses-50893,Frank Lloyd Wright: 006 Elegant Houses.,"<p>Frank Lloyd Wright: 006 Elegant Houses.</p>
<p>Book ID: 50893</p>",GA International ADA Edita.,Book,,TRUE,,,,,,,'50893,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9783972937
frank-lloyd-wright-007-architecture-i-50894,Frank Lloyd Wright: 007 Architecture I.,"<p>Frank Lloyd Wright: 007 Architecture I.</p>
<p>Book ID: 50894</p>",GA International ADA Edita.,Book,,TRUE,,,,,,,'50894,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9783973193
frank-lloyd-wright-98210,Frank Lloyd Wright,"<p>Frank Lloyd Wright</p>
<p>Book ID: 98210</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'98210,0,shopify,,deny,manual,69.99,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874562377
frank-lloyd-wright-an-architecture-for-democracy-the-marin-county-civic-center-65755,Frank Lloyd Wright: An Architecture for Democracy The Marin County Civic Center.,"<p>Frank Lloyd Wright: An Architecture for Democracy The Marin County Civic Center.</p>
<p>Book ID: 65755</p>",Grendon Publishing.,Book,,TRUE,,,,,,,'65755,0,shopify,,deny,manual,45,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9796800329
frank-lloyd-wright-and-san-francisco-100085,Frank Lloyd Wright and San Francisco.,"<p>Frank Lloyd Wright and San Francisco.</p>
<p>Book ID: 100085</p>",Triliteral,Book,,TRUE,,,,,,,'100085,0,shopify,,deny,manual,65,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876142857
frank-lloyd-wright-architect-1,Frank Lloyd Wright Architect,"<p>Frank Lloyd Wright Architect</p>
<p>Book ID: 23603</p>",Phaidon,Book,,TRUE,,,,,,,'23603,0,shopify,,deny,manual,79.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10281686857
frank-lloyd-wright-complete-works-1917-1942-86279,"Frank Lloyd Wright: Complete Works, 1917-1942.","<p>Frank Lloyd Wright: Complete Works, 1917-1942.</p>
<p>Book ID: 86279</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'86279,0,shopify,,deny,manual,200,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9823284361
frank-lloyd-wright-complete-works-vol-1-1885-1916-86280,"Frank Lloyd Wright: Complete Works vol. 1, 1885-1916.","<p>Frank Lloyd Wright: Complete Works vol. 1, 1885-1916.</p>
<p>Book ID: 86280</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'86280,0,shopify,,deny,manual,200,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9823284425
frank-lloyd-wright-complete-works-vol-3-1943-1959-80689,"Frank Lloyd Wright: Complete Works, Vol. 3 1943-1959","<p>Frank Lloyd Wright: Complete Works, Vol. 3 1943-1959</p>
<p>Book ID: 80689</p>",Taschen.,Book,,TRUE,,,,,,,'80689,0,shopify,,deny,manual,200,0,TRUE,TRUE,'9783822857700,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9817136585
frank-lloyd-wright-designs-the-sketches-plans-and-drawings-88777,"Frank Lloyd Wright Designs: The Sketches, Plans and Drawings.","<p>Frank Lloyd Wright Designs: The Sketches, Plans and Drawings.</p>
<p>Book ID: 88777</p>",Rizzoli,Book,,TRUE,,,,,,,'88777,0,shopify,,deny,manual,85,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9841265033
frank-lloyd-wright-fallingwater,"Frank Lloyd Wright ""Fallingwater""","<p>Frank Lloyd Wright ""Fallingwater""</p>
<p>Book ID: P00011</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'P00011,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10097858569
frank-lloyd-wright-from-within-outward-81856,Frank Lloyd Wright: From Within Outward,"<p>Frank Lloyd Wright: From Within Outward</p>
<p>Book ID: 81856</p>",Random House,Book,,TRUE,,,,,,,'81856,0,shopify,,deny,manual,75,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9819178505
frank-lloyd-wright-monograph-1902-1906-vol-2-97903,"Frank Lloyd Wright Monograph, 1902-1906 [Vol. 2]","<p>Frank Lloyd Wright Monograph, 1902-1906 [Vol. 2]</p>
<p>Book ID: 97903</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'97903,0,shopify,,deny,manual,500,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874531337
frank-lloyd-wright-on-the-west-coast-97393,Frank Lloyd Wright on the West Coast,"<p>Frank Lloyd Wright on the West Coast</p>
<p>Book ID: 97393</p>",Gibbs smith,Book,,TRUE,,,,,,,'97393,0,shopify,,deny,manual,50,,TRUE,TRUE,'9781423634478,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874825353
frank-lloyd-wright-paper-models-101463,Frank Lloyd Wright Paper Models,"<p>Frank Lloyd Wright Paper Models</p>
<p>Book ID: 101463</p>",Hachete,Book,,TRUE,,,,,,,'101463,0,shopify,,deny,manual,29.99,0,TRUE,TRUE,'9781786270061,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883418249
frank-lloyd-wright-revealed-73409,Frank Lloyd Wright Revealed,"<p>Frank Lloyd Wright Revealed</p>
<p>Book ID: 73409</p>",Booksales.,Book,,TRUE,,,,,,,'73409,0,shopify,,deny,manual,20,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9805471561
frank-lloyd-wright-unpacking-the-archive-101475,Frank Lloyd Wright: Unpacking the Archive,"<p>Frank Lloyd Wright: Unpacking the Archive</p>
<p>Book ID: 101475</p>",DAP,Book,,TRUE,,,,,,,'101475,0,shopify,,deny,manual,65,,TRUE,TRUE,'9781633450264,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883420745
frederick-fisher-architect-17113,"Frederick Fisher, Architect","<p>Frederick Fisher, Architect</p>
<p>Book ID: 17113</p>",Rizzoli,Book,,TRUE,,,,,,,'17113,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9757444681
fredrick-kiesler,Fredrick Kiesler,"<p>Fredrick Kiesler</p>
<p>Book ID: 101680</p>",MIT Press / triliteral,Book,,TRUE,,,,,,,'101680,0,shopify,,deny,manual,40,,TRUE,TRUE,'9783850336826,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10339782729
freedom-of-use-100280,Freedom of Use.,"<p>Freedom of Use.</p>
<p>Book ID: 100280</p>",RAM,Book,,TRUE,,,,,,,'100280,0,shopify,,deny,manual,16,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876257289
free-university-of-berlin-the-philosophical-library-87961,Free University of Berlin: The Philosophical Library,"<p>Free University of Berlin: The Philosophical Library</p>
<p>Book ID: 87961</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'87961,0,shopify,,deny,manual,29.95,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9840939529
freeways-13915,Freeways,"<p>Freeways</p>
<p>Book ID: 13915</p>",Reinhold.,Book,bold_points_earned,TRUE,,,,,,,'13915,0,shopify,,deny,manual,110,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9757046089
freewheeling-homes-50582,Freewheeling Homes,"<p>Freewheeling Homes</p>
<p>Book ID: 50582</p>",Green Books.,Book,,TRUE,,,,,,,'50582,0,shopify,,deny,manual,16.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9780490697
frei-otto-schriften-und-reden-1951-1983,"Frei Otto: Schriften Und Reden, 1951 - 1983.","<p>Frei Otto: Schriften Und Reden, 1951 - 1983.</p>
<p>Book ID: 18078</p>",Vieweg,Book,,TRUE,,,,,,,'18078,0,shopify,,deny,manual,66.5,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,0
frei-otto-thinking-by-modeling,Frei Otto: Thinking by Modeling,"<p>Frei Otto: Thinking by Modeling</p>
<p>Book ID: S00180</p>",DAP,Book,,TRUE,,,,,,,'S00180,0,shopify,,deny,manual,62,,TRUE,TRUE,'9783959050890,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10444957769
french-riviera-the-20s-and-30s-42966,French Riviera: The 20's and 30's,"<p>French Riviera: The 20's and 30's</p>
<p>Book ID: 42966</p>",Vilo,Book,,TRUE,,,,,,,'42966,0,shopify,,deny,manual,34.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9362963081
frida-101419,Frida,"<p>Frida</p>
<p>Book ID: 101419</p>",Gingko Press,Book,,TRUE,,,,,,,'101419,0,shopify,,deny,manual,35,,TRUE,TRUE,'9781584236641,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883404489
friedrich-kiesler-life-visions-100580,Friedrich Kiesler - Life Visions,"<p>Friedrich Kiesler - Life Visions</p>
<p>Book ID: 100580</p>",Triliteral,Book,,TRUE,,,,,,,'100580,0,shopify,,deny,manual,50,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876306889
from-basel-herzog-de-meuron-99325,From Basel: Herzog & De Meuron,"<p>From Basel: Herzog & De Meuron</p>
<p>Book ID: 99325</p>",Birkhauser/Triliteral,Book,,TRUE,,,,,,,'99325,0,shopify,,deny,manual,59.95,,TRUE,TRUE,'9783035608144,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875958153
from-classic-to-contemporary-decorating-with-cullman-kravis,From Classic to Contemporary Decorating with Cullman & Kravis,"<p>From Classic to Contemporary Decorating with Cullman & Kravis</p>
<p>Book ID: S00465</p>",Random House,Book,,TRUE,,,,,,,'S00465,0,shopify,,deny,manual,65,,TRUE,TRUE,'9781580934961,,,,FALSE,,,,,,,,,,,,,,,,,lb,,93876387849
from-scandinavia,From Scandinavia,"<p>From Scandinavia</p>
<p>Book ID: S00356</p>",Idea,Book,,TRUE,,,,,,,'S00356,0,shopify,,deny,manual,18.5,,TRUE,TRUE,'9780993581229,,,,FALSE,,,,,,,,,,,,,,,,,lb,,46657830921
from-the-land-the-architecture-of-backen-gillam-kroeger-94504,"From the Land: The Architecture of Backen, Gillam, & Kroeger","<p>From the Land: The Architecture of Backen, Gillam, & Kroeger</p>
<p>Book ID: 94504</p>",Rizzoli,Book,,TRUE,,,,,,,'94504,0,shopify,,deny,manual,85,,TRUE,TRUE,'9780847840779,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9866425033
from-the-model-101402,From The Model,"<p>From The Model</p>
<p>Book ID: 101402</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'101402,0,shopify,,deny,manual,20,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883400649
fumihiko-maki-81248,Fumihiko Maki,"<p>Fumihiko Maki</p>
<p>Book ID: 81248</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'81248,0,shopify,,deny,manual,95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9818961161
function-follows-strategy-95623,Function Follows Strategy,"<p>Function Follows Strategy</p>
<p>Book ID: 95623</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'95623,0,shopify,,deny,manual,55,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9873870217
fundamental-concepts-of-architecture-the-vocabulary-of-spatial-situations-94132,Fundamental Concepts of Architecture: The Vocabulary of Spatial Situations,"<p>Fundamental Concepts of Architecture: The Vocabulary of Spatial Situations</p>
<p>Book ID: 94132</p>",triliteral,Book,,TRUE,,,,,,,'94132,0,shopify,,deny,manual,56,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9866333129
fundamentals-of-japanese-architecture-101318,Fundamentals of Japanese Architecture,"<p>Fundamentals of Japanese Architecture</p>
<p>Book ID: 101318</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'101318,0,shopify,,deny,manual,300,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883380105
furniture-for-interior-design-95947,Furniture for Interior Design,"<p>Furniture for Interior Design</p>
<p>Book ID: 95947</p>",Chronicle Books,Book,,TRUE,,,,,,,'95947,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9873946505
ga-30-le-corbusier-chandigarh-101408,GA 30: Le Corbusier - Chandigarh,"<p>GA 30: Le Corbusier - Chandigarh</p>
<p>Book ID: 101408</p>",GA,Book,,TRUE,,,,,,,'101408,0,shopify,,deny,manual,125,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883401673
ga-architect-5-zaha-m-hadid-965,GA Architect 5: Zaha M. Hadid.,"<p>GA Architect 5: Zaha M. Hadid.</p>
<p>Book ID: 965</p>",GA International ADA Edita.,Book,,TRUE,,,,,,,'965,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9336201993
ga-architect-sanaa-kazuyo-sejima-ryue-nishizawa-2011-2018,"GA Architect: SANAA. Kazuyo Sejima / Ryue Nishizawa, 2011-2018","<p>GA Architect: SANAA. Kazuyo Sejima / Ryue Nishizawa, 2011-2018</p>
<p>Book ID: S00590</p>",GA A.D.A. Edita Tokyo,Book,bold_points_earned,TRUE,,,,,,,'S00590,0,shopify,,deny,manual,90,,TRUE,TRUE,'9784871404365,,,,FALSE,,,,,,,,,,,,,,,,,lb,,1.61E+11
ga-architect-tadao-ando-vol-5-2008-2015-99079,GA Architect: Tadao Ando Vol 5 2008-2015.,"<p>GA Architect: Tadao Ando Vol 5 2008-2015.</p>
<p>Book ID: 99079</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'99079,0,shopify,,deny,manual,80,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875911433
ga-architect-toyo-ito-2002d2016-100712,"GA Architect: Toyo Ito, 2002â€“2016","<p>GA Architect: Toyo Ito, 2002â€“2016</p>
<p>Book ID: 100712</p>",GA A.D.A. Edita Tokyo,Book,,TRUE,,,,,,,'100712,0,shopify,,deny,manual,98,,TRUE,TRUE,'9784871404358,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883081225
